onset	duration	trial_type	gain_amount	loss_amount	num_loss_cards
136.847	0.656	card_flip	17.0	-70.0	2.0
137.503	2.353	card_flip	17.0	-70.0	2.0
139.856	3.421	card_flip	17.0	-70.0	2.0
143.277	2.34	inter_trials			
145.617	3.353	card_flip	7.0	-95.0	1.0
148.97	0.518	card_flip	7.0	-95.0	1.0
149.488	2.748	inter_trials			
152.236	8.799	card_flip	9.0	-100.0	1.0
161.035	0.657	card_flip	9.0	-100.0	1.0
161.692	1.79	card_flip	9.0	-100.0	1.0
163.482	1.247	card_flip	9.0	-100.0	1.0
164.729	2.405	inter_trials			
167.134	2.73	card_flip	15.0	-80.0	2.0
169.864	2.282	card_flip	15.0	-80.0	2.0
172.146	0.763	card_flip	15.0	-80.0	2.0
172.909	2.337	inter_trials			
175.246	3.07	card_flip	16.0	-70.0	2.0
178.316	2.27	inter_trials			
180.586	2.991	card_flip	30.0	-45.0	5.0
183.577	2.26	inter_trials			
185.837	1.154	card_flip	13.0	-75.0	1.0
186.991	2.904	card_flip	13.0	-75.0	1.0
189.895	1.314	card_flip	13.0	-75.0	1.0
191.209	2.476	inter_trials			
193.685	1.803	card_flip	14.0	-70.0	1.0
195.488	1.234	card_flip	14.0	-70.0	1.0
196.722	2.474	inter_trials			
199.196	1.339	card_flip	16.0	-80.0	1.0
200.535	0.548	card_flip	16.0	-80.0	1.0
201.083	2.543	inter_trials			
203.626	2.827	card_flip	17.0	-70.0	1.0
206.453	2.403	inter_trials			
208.856	3.164	card_flip	25.0	-65.0	2.0
212.02	2.476	inter_trials			
214.496	2.819	card_flip	30.0	-80.0	2.0
217.315	2.531	inter_trials			
219.846	1.976	card_flip	13.0	-95.0	1.0
221.822	2.534	inter_trials			
224.356	2.567	card_flip	14.0	-90.0	1.0
226.923	0.795	card_flip	14.0	-90.0	1.0
227.718	2.608	inter_trials			
230.326	1.545	card_flip	16.0	-70.0	2.0
231.871	2.475	inter_trials			
234.346	2.946	card_flip	7.0	-100.0	1.0
237.292	2.334	inter_trials			
239.626	1.705	card_flip	14.0	-80.0	2.0
241.331	0.595	card_flip	14.0	-80.0	2.0
241.926	1.084	card_flip	14.0	-80.0	2.0
243.01	2.278	inter_trials			
245.288	2.642	card_flip	15.0	-75.0	2.0
247.93	2.665	inter_trials			
250.595	2.376	card_flip	15.0	-65.0	3.0
252.971	0.883	card_flip	15.0	-65.0	3.0
253.854	2.482	inter_trials			
256.336	2.775	card_flip	14.0	-70.0	3.0
259.111	0.927	card_flip	14.0	-70.0	3.0
260.038	2.408	inter_trials			
262.446	3.225	card_flip	11.0	-30.0	5.0
265.671	2.616	inter_trials			
268.287	1.256	card_flip	15.0	-75.0	2.0
269.543	1.68	card_flip	15.0	-75.0	2.0
271.223	1.12	card_flip	15.0	-75.0	2.0
272.343	2.343	inter_trials			
274.686	2.156	card_flip	17.0	-75.0	2.0
276.842	1.398	card_flip	17.0	-75.0	2.0
278.24	2.609	card_flip	17.0	-75.0	2.0
280.849	3.596	card_flip	17.0	-75.0	2.0
284.445	0.991	card_flip	17.0	-75.0	2.0
285.436	2.6	inter_trials			
288.036	3.631	card_flip	2.0	-25.0	1.0
291.667	2.085	card_flip	2.0	-25.0	1.0
293.752	2.6	card_flip	2.0	-25.0	1.0
296.352	2.403	inter_trials			
298.755	3.143	card_flip	9.0	-95.0	1.0
301.898	1.396	card_flip	9.0	-95.0	1.0
303.294	1.035	card_flip	9.0	-95.0	1.0
304.329	1.713	card_flip	9.0	-95.0	1.0
306.042	2.344	inter_trials			
308.386	1.432	card_flip	11.0	-100.0	1.0
309.818	0.617	card_flip	11.0	-100.0	1.0
310.435	1.649	card_flip	11.0	-100.0	1.0
312.084	1.291	card_flip	11.0	-100.0	1.0
313.375	2.331	inter_trials			
315.706	1.711	card_flip	16.0	-75.0	2.0
317.417	0.591	card_flip	16.0	-75.0	2.0
318.008	1.056	card_flip	16.0	-75.0	2.0
319.064	1.203	card_flip	16.0	-75.0	2.0
320.267	0.439	card_flip	16.0	-75.0	2.0
320.706	2.34	inter_trials			
323.046	3.433	card_flip	17.0	-80.0	2.0
326.479	1.661	card_flip	17.0	-80.0	2.0
328.14	3.576	card_flip	17.0	-80.0	2.0
331.716	2.41	inter_trials			
334.126	10.009	rest_block			
344.135	3.55	card_flip	13.0	-70.0	1.0
347.685	0.989	card_flip	13.0	-70.0	1.0
348.674	2.283	inter_trials			
350.957	1.78	card_flip	15.0	-80.0	1.0
352.737	0.867	card_flip	15.0	-80.0	1.0
353.604	2.402	inter_trials			
356.006	5.463	card_flip	16.0	-75.0	1.0
361.469	1.343	card_flip	16.0	-75.0	1.0
362.812	2.604	inter_trials			
365.416	2.237	card_flip	21.0	-55.0	2.0
367.653	0.667	card_flip	21.0	-55.0	2.0
368.32	2.686	inter_trials			
371.006	2.491	card_flip	26.0	-65.0	2.0
373.497	0.665	card_flip	26.0	-65.0	2.0
374.162	2.394	inter_trials			
376.556	1.849	card_flip	15.0	-60.0	2.0
378.405	3.736	card_flip	15.0	-60.0	2.0
382.141	2.403	inter_trials			
384.544	2.218	card_flip	13.0	-90.0	1.0
386.762	0.865	card_flip	13.0	-90.0	1.0
387.627	2.27	inter_trials			
389.897	2.248	card_flip	15.0	-95.0	1.0
392.145	0.934	card_flip	15.0	-95.0	1.0
393.079	1.118	card_flip	15.0	-95.0	1.0
394.197	1.831	card_flip	15.0	-95.0	1.0
396.028	2.348	inter_trials			
398.376	4.125	card_flip	16.0	-65.0	2.0
402.501	0.93	card_flip	16.0	-65.0	2.0
403.431	2.276	inter_trials			
405.707	1.585	card_flip	7.0	-95.0	1.0
407.292	0.483	card_flip	7.0	-95.0	1.0
407.775	0.547	card_flip	7.0	-95.0	1.0
408.322	1.847	card_flip	7.0	-95.0	1.0
410.169	2.268	inter_trials			
412.437	2.315	card_flip	14.0	-75.0	2.0
414.752	1.112	card_flip	14.0	-75.0	2.0
415.864	0.613	card_flip	14.0	-75.0	2.0
416.477	2.409	inter_trials			
418.886	0.021	calculate reward			
418.907	63.361	reward			
482.268	3.303	end			
