onset	duration	trial_type	gain_amount	loss_amount	num_loss_cards
258.817	4.572	card_flip	13.0	-70.0	1.0
263.389	0.659	card_flip	13.0	-70.0	1.0
264.048	0.861	card_flip	13.0	-70.0	1.0
264.909	2.269	inter_trials			
267.178	1.36	card_flip	15.0	-80.0	1.0
268.538	0.456	card_flip	15.0	-80.0	1.0
268.994	1.139	card_flip	15.0	-80.0	1.0
270.133	2.405	inter_trials			
272.538	1.126	card_flip	16.0	-75.0	1.0
273.664	2.622	inter_trials			
276.286	0.585	card_flip	21.0	-55.0	2.0
276.871	0.403	card_flip	21.0	-55.0	2.0
277.274	0.638	card_flip	21.0	-55.0	2.0
277.912	2.675	inter_trials			
280.587	0.865	card_flip	26.0	-65.0	2.0
281.452	1.04	card_flip	26.0	-65.0	2.0
282.492	2.405	inter_trials			
284.897	0.954	card_flip	15.0	-60.0	2.0
285.851	0.567	card_flip	15.0	-60.0	2.0
286.418	2.409	inter_trials			
288.827	0.875	card_flip	13.0	-90.0	1.0
289.702	0.738	card_flip	13.0	-90.0	1.0
290.44	0.721	card_flip	13.0	-90.0	1.0
291.161	0.395	card_flip	13.0	-90.0	1.0
291.556	0.796	card_flip	13.0	-90.0	1.0
292.352	2.266	inter_trials			
294.618	0.99	card_flip	15.0	-95.0	1.0
295.608	0.408	card_flip	15.0	-95.0	1.0
296.016	2.331	inter_trials			
298.347	0.74	card_flip	16.0	-65.0	2.0
299.087	0.742	card_flip	16.0	-65.0	2.0
299.829	2.279	inter_trials			
302.108	0.692	card_flip	7.0	-95.0	1.0
302.8	0.438	card_flip	7.0	-95.0	1.0
303.238	0.394	card_flip	7.0	-95.0	1.0
303.632	1.1	card_flip	7.0	-95.0	1.0
304.732	0.782	card_flip	7.0	-95.0	1.0
305.514	2.263	inter_trials			
307.777	1.1	card_flip	14.0	-75.0	2.0
308.877	0.892	card_flip	14.0	-75.0	2.0
309.769	2.418	inter_trials			
312.187	1.249	card_flip	15.0	-70.0	2.0
313.436	2.392	inter_trials			
315.828	1.19	card_flip	16.0	-70.0	3.0
317.018	2.759	inter_trials			
319.777	1.564	card_flip	14.0	-65.0	3.0
321.341	0.655	card_flip	14.0	-65.0	3.0
321.996	2.481	inter_trials			
324.477	1.197	card_flip	16.0	-75.0	3.0
325.674	2.343	inter_trials			
328.017	0.84	card_flip	16.0	-80.0	2.0
328.857	0.812	card_flip	16.0	-80.0	2.0
329.669	0.917	card_flip	16.0	-80.0	2.0
330.586	0.636	card_flip	16.0	-80.0	2.0
331.222	2.345	inter_trials			
333.567	1.221	card_flip	17.0	-80.0	2.0
334.788	0.706	card_flip	17.0	-80.0	2.0
335.494	0.819	card_flip	17.0	-80.0	2.0
336.313	1.033	card_flip	17.0	-80.0	2.0
337.346	2.621	inter_trials			
339.967	1.679	card_flip	1.0	-15.0	1.0
341.646	0.638	card_flip	1.0	-15.0	1.0
342.284	2.753	inter_trials			
345.037	0.903	card_flip	10.0	-100.0	1.0
345.94	0.481	card_flip	10.0	-100.0	1.0
346.421	0.61	card_flip	10.0	-100.0	1.0
347.031	0.629	card_flip	10.0	-100.0	1.0
347.66	1.142	card_flip	10.0	-100.0	1.0
348.802	1.01	card_flip	10.0	-100.0	1.0
349.812	2.546	inter_trials			
352.358	1.17	card_flip	15.0	-75.0	2.0
353.528	0.787	card_flip	15.0	-75.0	2.0
354.315	1.052	card_flip	15.0	-75.0	2.0
355.367	0.946	card_flip	15.0	-75.0	2.0
356.313	3.165	inter_trials			
359.478	1.232	card_flip	16.0	-80.0	2.0
360.71	0.611	card_flip	16.0	-80.0	2.0
361.321	0.605	card_flip	16.0	-80.0	2.0
361.926	0.564	card_flip	16.0	-80.0	2.0
362.49	1.521	card_flip	16.0	-80.0	2.0
364.011	2.406	inter_trials			
366.417	1.731	card_flip	4.0	-5.0	5.0
368.148	2.399	inter_trials			
370.547	1.057	card_flip	14.0	-80.0	1.0
371.604	0.692	card_flip	14.0	-80.0	1.0
372.296	2.338	inter_trials			
374.634	0.662	card_flip	15.0	-75.0	1.0
375.296	1.418	card_flip	15.0	-75.0	1.0
376.714	0.626	card_flip	15.0	-75.0	1.0
377.34	2.337	inter_trials			
379.677	1.401	card_flip	16.0	-70.0	1.0
381.078	0.963	card_flip	16.0	-70.0	1.0
382.041	0.562	card_flip	16.0	-70.0	1.0
382.603	2.894	inter_trials			
385.497	0.994	card_flip	23.0	-60.0	2.0
386.491	0.57	card_flip	23.0	-60.0	2.0
387.061	2.756	inter_trials			
389.817	0.574	card_flip	27.0	-70.0	2.0
390.391	1.566	card_flip	27.0	-70.0	2.0
391.957	2.28	inter_trials			
394.237	1.72	card_flip	16.0	-65.0	2.0
395.957	1.525	card_flip	16.0	-65.0	2.0
397.482	0.596	card_flip	16.0	-65.0	2.0
398.078	2.339	inter_trials			
400.417	1.13	card_flip	13.0	-85.0	1.0
401.547	1.218	card_flip	13.0	-85.0	1.0
402.765	0.372	card_flip	13.0	-85.0	1.0
403.137	0.486	card_flip	13.0	-85.0	1.0
403.623	0.702	card_flip	13.0	-85.0	1.0
404.325	2.473	inter_trials			
406.798	1.029	card_flip	14.0	-65.0	2.0
407.827	0.446	card_flip	14.0	-65.0	2.0
408.273	0.583	card_flip	14.0	-65.0	2.0
408.856	2.541	inter_trials			
411.397	0.926	card_flip	17.0	-70.0	2.0
412.323	0.435	card_flip	17.0	-70.0	2.0
412.758	0.559	card_flip	17.0	-70.0	2.0
413.317	2.34	inter_trials			
415.657	0.897	card_flip	13.0	-75.0	2.0
416.554	0.437	card_flip	13.0	-75.0	2.0
416.991	0.475	card_flip	13.0	-75.0	2.0
417.466	1.337	card_flip	13.0	-75.0	2.0
418.803	0.92	card_flip	13.0	-75.0	2.0
419.723	2.554	inter_trials			
422.277	0.954	card_flip	14.0	-70.0	2.0
423.231	0.504	card_flip	14.0	-70.0	2.0
423.735	0.525	card_flip	14.0	-70.0	2.0
424.26	3.027	inter_trials			
427.287	0.765	card_flip	16.0	-80.0	2.0
428.052	0.423	card_flip	16.0	-80.0	2.0
428.475	0.447	card_flip	16.0	-80.0	2.0
428.922	0.538	card_flip	16.0	-80.0	2.0
429.46	2.347	inter_trials			
431.807	0.04	calculate reward			
431.847	52.876	reward			
484.723	2.955	end			
