onset	duration	trial_type	gain_amount	loss_amount	num_loss_cards
201.941	0.612	card_flip	17.0	-80.0	2.0
202.553	1.055	card_flip	17.0	-80.0	2.0
203.608	0.621	card_flip	17.0	-80.0	2.0
204.229	2.405	inter_trials			
206.634	10.019	rest_block			
216.653	1.998	card_flip	13.0	-70.0	1.0
218.651	0.324	card_flip	13.0	-70.0	1.0
218.975	0.538	card_flip	13.0	-70.0	1.0
219.513	2.271	inter_trials			
221.784	0.767	card_flip	15.0	-80.0	1.0
222.551	0.48	card_flip	15.0	-80.0	1.0
223.031	1.912	card_flip	15.0	-80.0	1.0
224.943	0.517	card_flip	15.0	-80.0	1.0
225.46	2.412	inter_trials			
227.872	0.653	card_flip	16.0	-75.0	1.0
228.525	0.244	card_flip	16.0	-75.0	1.0
228.769	0.601	card_flip	16.0	-75.0	1.0
229.37	2.612	inter_trials			
231.982	0.876	card_flip	21.0	-55.0	2.0
232.858	0.239	card_flip	21.0	-55.0	2.0
233.097	2.666	inter_trials			
235.763	0.515	card_flip	26.0	-65.0	2.0
236.278	0.912	card_flip	26.0	-65.0	2.0
237.19	0.497	card_flip	26.0	-65.0	2.0
237.687	2.407	inter_trials			
240.094	0.681	card_flip	15.0	-60.0	2.0
240.775	0.257	card_flip	15.0	-60.0	2.0
241.032	2.411	inter_trials			
243.443	0.448	card_flip	13.0	-90.0	1.0
243.891	0.283	card_flip	13.0	-90.0	1.0
244.174	0.597	card_flip	13.0	-90.0	1.0
244.771	0.575	card_flip	13.0	-90.0	1.0
245.346	2.278	inter_trials			
247.624	0.873	card_flip	15.0	-95.0	1.0
248.497	0.241	card_flip	15.0	-95.0	1.0
248.738	0.423	card_flip	15.0	-95.0	1.0
249.161	1.446	card_flip	15.0	-95.0	1.0
250.607	2.326	inter_trials			
252.933	0.714	card_flip	16.0	-65.0	2.0
253.647	0.263	card_flip	16.0	-65.0	2.0
253.91	2.274	inter_trials			
256.184	0.511	card_flip	7.0	-95.0	1.0
256.695	0.595	card_flip	7.0	-95.0	1.0
257.29	2.262	inter_trials			
259.552	1.157	card_flip	14.0	-75.0	2.0
260.709	0.24	card_flip	14.0	-75.0	2.0
260.949	0.611	card_flip	14.0	-75.0	2.0
261.56	2.404	inter_trials			
263.964	0.855	card_flip	15.0	-70.0	2.0
264.819	0.246	card_flip	15.0	-70.0	2.0
265.065	0.657	card_flip	15.0	-70.0	2.0
265.722	2.402	inter_trials			
268.124	1.194	card_flip	16.0	-70.0	3.0
269.318	0.509	card_flip	16.0	-70.0	3.0
269.827	2.756	inter_trials			
272.583	0.845	card_flip	14.0	-65.0	3.0
273.428	0.522	card_flip	14.0	-65.0	3.0
273.95	2.482	inter_trials			
276.432	0.756	card_flip	16.0	-75.0	3.0
277.188	2.346	inter_trials			
279.534	0.651	card_flip	16.0	-80.0	2.0
280.185	0.289	card_flip	16.0	-80.0	2.0
280.474	0.446	card_flip	16.0	-80.0	2.0
280.92	2.333	inter_trials			
283.253	1.456	card_flip	17.0	-80.0	2.0
284.709	0.486	card_flip	17.0	-80.0	2.0
285.195	2.618	inter_trials			
287.813	1.168	card_flip	1.0	-15.0	1.0
288.981	0.524	card_flip	1.0	-15.0	1.0
289.505	0.547	card_flip	1.0	-15.0	1.0
290.052	0.476	card_flip	1.0	-15.0	1.0
290.528	0.494	card_flip	1.0	-15.0	1.0
291.022	0.613	card_flip	1.0	-15.0	1.0
291.635	1.162	card_flip	1.0	-15.0	1.0
292.797	2.746	inter_trials			
295.543	0.872	card_flip	10.0	-100.0	1.0
296.415	0.274	card_flip	10.0	-100.0	1.0
296.689	0.636	card_flip	10.0	-100.0	1.0
297.325	0.503	card_flip	10.0	-100.0	1.0
297.828	0.752	card_flip	10.0	-100.0	1.0
298.58	0.661	card_flip	10.0	-100.0	1.0
299.241	2.543	inter_trials			
301.784	1.067	card_flip	15.0	-75.0	2.0
302.851	0.383	card_flip	15.0	-75.0	2.0
303.234	0.473	card_flip	15.0	-75.0	2.0
303.707	0.658	card_flip	15.0	-75.0	2.0
304.365	3.157	inter_trials			
307.522	1.086	card_flip	16.0	-80.0	2.0
308.608	0.314	card_flip	16.0	-80.0	2.0
308.922	0.299	card_flip	16.0	-80.0	2.0
309.221	2.402	inter_trials			
311.623	0.837	card_flip	4.0	-5.0	5.0
312.46	0.72	card_flip	4.0	-5.0	5.0
313.18	2.423	inter_trials			
315.603	0.84	card_flip	14.0	-80.0	1.0
316.443	0.483	card_flip	14.0	-80.0	1.0
316.926	0.57	card_flip	14.0	-80.0	1.0
317.496	2.346	inter_trials			
319.842	0.899	card_flip	15.0	-75.0	1.0
320.741	2.342	inter_trials			
323.083	0.693	card_flip	16.0	-70.0	1.0
323.776	0.493	card_flip	16.0	-70.0	1.0
324.269	2.874	inter_trials			
327.143	0.894	card_flip	23.0	-60.0	2.0
328.037	0.378	card_flip	23.0	-60.0	2.0
328.415	2.747	inter_trials			
331.162	0.661	card_flip	27.0	-70.0	2.0
331.823	2.26	inter_trials			
334.083	1.09	card_flip	16.0	-65.0	2.0
335.173	2.33	inter_trials			
337.503	0.692	card_flip	13.0	-85.0	1.0
338.195	0.428	card_flip	13.0	-85.0	1.0
338.623	0.532	card_flip	13.0	-85.0	1.0
339.155	0.639	card_flip	13.0	-85.0	1.0
339.794	2.469	inter_trials			
342.263	1.091	card_flip	14.0	-65.0	2.0
343.354	0.498	card_flip	14.0	-65.0	2.0
343.852	2.55	inter_trials			
346.402	0.594	card_flip	17.0	-70.0	2.0
346.996	0.423	card_flip	17.0	-70.0	2.0
347.419	2.334	inter_trials			
349.753	0.704	card_flip	13.0	-75.0	2.0
350.457	0.343	card_flip	13.0	-75.0	2.0
350.8	0.406	card_flip	13.0	-75.0	2.0
351.206	2.548	inter_trials			
353.754	0.473	card_flip	14.0	-70.0	2.0
354.227	3.026	inter_trials			
357.253	0.722	card_flip	16.0	-80.0	2.0
357.975	0.4	card_flip	16.0	-80.0	2.0
358.375	2.337	inter_trials			
360.712	0.973	card_flip	16.0	-65.0	3.0
361.685	2.269	inter_trials			
363.954	0.805	card_flip	15.0	-75.0	3.0
364.759	2.484	inter_trials			
367.243	0.641	card_flip	14.0	-35.0	5.0
367.884	2.339	inter_trials			
370.223	0.845	card_flip	16.0	-75.0	2.0
371.068	0.294	card_flip	16.0	-75.0	2.0
371.362	0.496	card_flip	16.0	-75.0	2.0
371.858	2.344	inter_trials			
374.202	0.669	card_flip	16.0	-70.0	2.0
374.871	0.314	card_flip	16.0	-70.0	2.0
375.185	0.412	card_flip	16.0	-70.0	2.0
375.597	0.448	card_flip	16.0	-70.0	2.0
376.045	2.618	inter_trials			
378.663	1.39	card_flip	8.0	-90.0	1.0
380.053	0.227	card_flip	8.0	-90.0	1.0
380.28	0.225	card_flip	8.0	-90.0	1.0
380.505	0.201	card_flip	8.0	-90.0	1.0
380.706	0.211	card_flip	8.0	-90.0	1.0
380.917	2.267	inter_trials			
383.184	0.62	card_flip	10.0	-95.0	1.0
383.804	2.28	inter_trials			
386.084	0.763	card_flip	15.0	-70.0	2.0
386.847	0.238	card_flip	15.0	-70.0	2.0
387.085	0.224	card_flip	15.0	-70.0	2.0
387.309	0.658	card_flip	15.0	-70.0	2.0
387.967	0.471	card_flip	15.0	-70.0	2.0
388.438	2.544	inter_trials			
390.982	0.815	card_flip	16.0	-85.0	2.0
391.797	0.454	card_flip	16.0	-85.0	2.0
392.251	0.415	card_flip	16.0	-85.0	2.0
392.666	0.818	card_flip	16.0	-85.0	2.0
393.484	0.542	card_flip	16.0	-85.0	2.0
394.026	2.477	inter_trials			
396.503	0.05	calculate reward			
396.553	87.155	reward			
483.708	1.812	end			
