Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
25,2,1,3,0,228.423,231.509,3.087,1,2166.961174,2172.368769,2175.811425,3.442656,2175.813354,2.845782
25,2,1,2,0,234.815,231.509,-3.306,1,2179.890696,2185.173719,2186.382305,1.208586,2186.384147,3.362718
25,2,2,2,0,212.173,207.599,-4.574,1,2191.090713,2195.931833,2197.231107,1.299274,2197.232604,4.048890
25,1,0,0,1,190.822,230.29,39.468,None,2597.409773,2602.410649,2607.074189,4.663540,2607.077224,4.883392
26,1,3,1,0,29.829,23.97,-5.859,None,2613.202836,2618.533196,2627.676727,9.143531,2627.678820,4.326819
27,1,3,3,1,267.61,267.238,-0.371,None,2633.221481,2638.524042,2645.625357,7.101315,2645.628609,2.744680
28,1,2,2,0,1.243,1.098,-0.144,None,2649.647962,2654.390312,2660.454420,6.064108,2660.456538,2.753940
29,1,2,3,0,3.482,1.098,-2.384,None,2664.536661,2669.734955,2674.623136,4.888181,2674.624939,3.920336
30,1,0,0,1,196.818,230.29,33.472,None,2679.771056,2684.607742,2690.661417,6.053675,2690.663436,1.108154
31,1,1,2,0,3.569,5.673,2.103,None,2693.075861,2697.792539,2702.466380,4.673841,2702.468189,4.918379
32,1,1,1,1,226.264,242.143,15.879,None,2708.546655,2713.336562,2717.209031,3.872469,2717.212203,3.573412
33,2,3,0,3,128.25,136.796,8.546,1,2721.993515,2727.461292,2728.651943,1.190651,2728.653112,3.588274
33,2,3,2,3,131.437,136.796,5.359,1,2733.428632,2738.172545,2741.324018,3.151473,2741.324988,3.061401
33,2,0,1,2,26.309,27.003,0.693,1,2745.667533,2751.091367,2754.129282,3.037915,2754.130604,2.513923
33,2,1,1,1,315.452,330.706,15.254,1,2757.813443,2763.103021,2766.215905,3.112884,2766.217823,1.131749
33,1,2,1,0,3.568,1.098,-2.47,None,3163.654022,3168.774548,3175.500247,6.725699,3175.502385,2.515197
34,1,3,0,1,267.188,267.238,0.051,None,3179.301242,3184.067262,3188.597001,4.529739,3188.600243,2.896844
35,1,3,2,1,268.543,267.238,-1.304,None,3192.697268,3198.187626,3204.641501,6.453875,3204.644567,2.800309
36,1,1,3,0,2.184,5.673,3.489,None,3208.686432,3213.633432,3222.047250,8.413818,3222.051665,2.358407
37,1,0,2,1,186.931,230.29,43.359,None,3225.645744,3231.154990,3235.922315,4.767325,3235.925534,4.968657
38,1,2,1,0,7.187,1.098,-6.089,None,3242.099380,3247.543164,3256.694572,9.151408,3256.697775,1.523684
39,1,1,0,1,215.402,242.143,26.741,None,3259.440040,3264.879388,3273.116054,8.236666,3273.118855,1.069647
40,1,0,1,0,22.869,42.779,19.909,None,3275.439010,3280.709644,3289.379493,8.669849,3289.381757,1.157248
41,2,1,2,1,319.401,330.706,11.305,1,3291.780508,3296.682242,3298.074918,1.392676,3298.077707,4.819436
41,2,3,1,1,315.905,316.33,0.426,1,3304.098384,3308.833904,3312.049987,3.216083,3312.051532,3.069313
41,2,3,3,2,43.426,41.458,-1.968,1,3316.386528,3321.719059,3322.849188,1.130129,3322.851812,2.757112
41,2,0,2,1,287.698,290.466,2.768,1,3326.780736,3332.082611,3333.088333,1.005722,3333.089297,4.408755
41,1,3,3,0,32.55,23.97,-8.579,None,3711.110727,3716.430557,3723.782343,7.351786,3723.784398,1.146864
42,1,1,1,0,4.326,5.673,1.347,None,3726.140407,3730.954344,3736.108673,5.154329,3736.110527,2.597000
43,1,0,3,0,30.953,42.779,11.825,None,3739.942557,3745.231424,3756.296872,11.065448,3756.298884,1.036348
44,1,2,1,1,264.524,264.027,-0.497,None,3758.556542,3763.516770,3770.145273,6.628503,3770.149049,4.167968
45,1,2,3,1,265.624,264.027,-1.597,None,3775.622895,3780.431435,3783.866264,3.434829,3783.870399,3.897841
46,1,0,0,0,23.877,42.779,18.902,None,3788.995616,3793.890759,3804.340720,10.449961,3804.342858,1.241724
47,1,0,1,1,195.553,230.29,34.737,None,3806.815543,3811.957484,3816.259554,4.302070,3816.261850,1.992715
48,1,3,0,0,30.31,23.97,-6.34,None,3819.470771,3824.547689,3828.973642,4.425953,3828.975560,3.200301
49,2,3,2,2,38.848,41.458,2.61,1,3833.367521,3838.796681,3841.908000,3.111319,3841.909474,3.001612
49,2,2,2,1,295.284,287.922,-7.361,1,3846.132608,3851.201887,3852.158895,0.957008,3852.159891,3.795074
49,2,1,1,2,43.92,48.517,4.596,1,3857.167829,3862.377112,3865.598522,3.22141,3865.600115,4.881040
49,2,3,0,1,316.734,316.33,-0.403,1,3871.729191,3876.637219,3880.334772,3.697553,3880.335725,4.560729
49,1,0,2,0,24.891,42.779,17.888,None,4261.080361,4266.564008,4271.794610,5.230602,4271.797715,4.562179
50,1,3,1,1,268.76,267.238,-1.521,None,4277.633760,4282.975499,4286.203433,3.227934,4286.206603,3.861978
51,1,3,2,1,266.607,267.238,0.631,None,4291.257412,4296.738974,4299.474379,2.735405,4299.477595,1.524359
52,1,3,3,0,32.341,23.97,-8.371,None,4302.210793,4307.382918,4317.641968,10.259050,4317.646738,1.200879
53,1,2,3,0,3.385,1.098,-2.287,None,4320.039462,4325.643047,4328.002316,2.359269,4328.004395,4.620179
54,1,2,2,1,268.097,264.027,-4.07,None,4333.883250,4339.500615,4341.257339,1.756724,4341.259305,3.479951
55,1,3,0,0,30.195,23.97,-6.225,None,4345.920670,4350.935508,4354.011159,3.075651,4354.015503,3.988677
56,1,2,3,1,263.938,264.027,0.089,None,4359.277500,4364.635195,4368.114887,3.479692,4368.117985,2.412271
57,2,0,0,0,201.19,213.264,12.073,1,4371.744826,4377.140009,4380.803067,3.663058,4380.806678,1.487710
57,2,1,0,2,53.513,48.517,-4.996,1,4383.586363,4388.638874,4389.914911,1.276037,4389.917228,2.043614
57,2,2,3,0,206.762,207.599,0.837,1,4393.174755,4397.997068,4401.153389,3.156321,4401.156270,3.147115
57,2,2,0,3,120.841,133.004,12.164,1,4405.561044,4411.205809,4412.442107,1.236298,4412.443925,3.530590
57,1,2,2,0,1.638,1.098,-0.54,None,4818.539016,4823.342238,4826.911496,3.569258,4826.914272,2.887309
58,1,3,1,1,267.058,267.238,0.18,None,4830.986922,4836.105847,4838.463905,2.358058,4838.468093,4.787684
59,1,2,0,1,263.622,264.027,0.405,None,4844.545574,4849.461311,4854.799731,5.338420,4854.803906,2.015636
60,1,1,3,1,221.512,242.143,20.631,None,4858.052970,4863.506251,4869.315078,5.808827,4869.318126,2.278688
61,1,3,1,0,30.808,23.97,-6.838,None,4872.803558,4878.126076,4882.428579,4.302503,4882.430613,3.358475
62,1,3,0,1,267.358,267.238,-0.119,None,4887.052568,4891.979756,4897.119763,5.140007,4897.123337,1.546490
63,1,0,3,0,28.129,42.779,14.65,None,4899.903744,4904.963621,None,None,4920.038706,3.481452
64,1,1,1,1,226.51,242.143,15.633,None,4924.719607,4930.020135,4931.775647,1.755512,4931.778712,1.160521
65,2,1,0,3,134.793,148.822,14.029,1,4934.192821,4939.738426,4941.103996,1.36557,4941.105436,2.081093
65,2,2,1,2,31.041,27.5,-3.542,1,4944.434683,4949.795113,4953.040699,3.245586,4953.042464,1.874553
65,2,0,3,3,110.166,128.161,17.995,1,4956.112330,4961.402928,4964.517628,3.1147,4964.521242,1.300325
65,2,0,1,1,288.574,290.466,1.892,1,4967.133219,4972.554326,4975.794560,3.240234,4975.795819,1.940808
