Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
33,2,2,1,2,41.201,27.5,-13.702,1,1977.764601,1982.506051,1986.059673,3.553622,1986.066579,1.847709
33,2,3,3,0,356.821,225.759,-131.062,0,1989.156626,1994.562203,1994.646829,0.0846260000001,1994.656587,2.239732
33,2,0,2,1,293.452,290.466,-2.986,1,1998.119192,2003.177137,2004.648913,1.471776,2004.660241,4.951725
33,2,1,3,3,145.337,148.822,3.485,1,2010.833711,2016.113913,2019.647353,3.53344,2019.657914,4.931069
33,1,1,3,0,8.01,5.673,-2.337,None,2421.899995,2427.519272,2429.000951,1.481679,2429.017227,1.307230
34,1,2,2,1,259.8,264.027,4.227,None,2431.491149,2436.523726,2436.777569,0.253843,2436.793894,3.339751
35,1,0,2,0,334.312,42.779,68.467,None,2441.354976,2446.719905,2449.101176,2.381271,2449.120642,1.078986
36,1,3,3,0,89.766,23.97,-65.796,None,2451.402442,2456.861563,2459.619931,2.758368,2459.636175,3.646475
37,1,1,3,1,272.222,242.143,-30.079,None,2464.428804,2470.024984,2473.122869,3.097885,2473.139713,3.492123
38,1,0,3,0,84.143,42.779,-41.365,None,2477.860168,2483.416002,2486.784947,3.368945,2486.804460,4.783369
39,1,3,0,1,265.426,267.238,1.812,None,2492.826967,2498.410101,2504.234028,5.823927,2504.251542,1.663605
40,1,2,0,0,74.712,1.098,-73.614,None,2507.175134,2512.366588,2512.856314,0.489726,2512.879150,1.643033
41,2,0,0,1,299.572,290.466,-9.106,1,2515.781713,2521.266562,2524.623790,3.357228,2524.636130,4.709546
41,2,2,1,1,294.485,287.922,-6.562,1,2530.543409,2536.082240,2539.671873,3.589633,2539.687184,2.642493
41,2,2,2,1,295.567,287.922,-7.645,1,2543.638081,2548.587627,2549.801465,1.213838,2549.811395,1.699062
41,2,0,3,3,110.241,128.161,17.92,1,2552.698765,2557.476566,2560.912522,3.435956,2560.920410,3.263780
41,1,3,3,1,356.821,267.238,-89.583,None,2969.228397,2974.607622,2974.946504,0.338882,2974.964944,3.750682
42,1,2,2,1,259.8,264.027,4.227,None,2980.046759,2984.937046,2985.983475,1.046429,2986.000656,2.293210
43,1,1,1,1,116.861,242.143,125.282,None,2989.504581,2994.932502,2996.747194,1.814692,2996.763502,3.908116
44,1,2,0,1,251.984,264.027,12.043,None,3001.919717,3006.866494,3011.875385,5.008891,3011.893265,4.371868
45,1,1,2,0,10.45,5.673,-4.778,None,3017.558621,3022.588127,3025.037468,2.449341,3025.055112,3.217422
46,1,0,0,0,161.676,42.779,-118.897,None,3029.566356,3035.154776,3037.835040,2.680264,3037.851410,1.774035
47,1,3,2,0,1.456,23.97,22.515,None,3040.835983,3046.312597,3048.982323,2.669726,3048.999931,4.283988
48,1,1,3,1,295.863,242.143,-53.72,None,3054.518269,3059.657357,3061.779395,2.122038,3061.796854,1.410200
49,2,2,0,0,209.924,207.599,-2.325,1,3064.425130,3069.567835,3072.979553,3.411718,3072.992327,1.495823
49,2,3,0,3,132.05,136.796,4.746,1,3075.718920,3080.642080,3081.998056,1.355976,3082.007380,4.364454
49,2,3,2,3,136.964,136.796,-0.168,1,3087.585317,3092.874539,3096.180897,3.306358,3096.189808,4.132093
49,2,1,2,0,231.082,231.509,0.427,1,3101.540197,3106.540684,3107.833644,1.29296,3107.842882,4.623053
49,1,0,2,1,251.599,230.29,-21.309,None,3519.092919,3524.029490,3524.618258,0.588768,3524.635670,3.902241
50,1,0,1,1,69.345,230.29,160.945,None,3529.736181,3534.688317,3537.602399,2.914082,3537.620723,3.313688
51,1,2,3,0,345.018,1.098,16.08,None,3542.186802,3547.338421,3548.088754,0.750333,3548.106949,3.955279
52,1,0,3,1,161.42,230.29,68.87,None,3553.248344,3558.469603,3563.525587,5.055984,3563.543488,2.086032
53,1,3,2,1,2.195,267.238,-94.956,None,3566.830307,3571.997832,3579.765120,7.767288,3579.781074,2.721984
54,1,2,1,1,338.066,264.027,-74.039,None,3583.707240,3588.525650,3594.159685,5.634035,3594.176391,3.161162
55,1,1,0,1,185.532,242.143,56.611,None,3598.523537,3603.483000,3607.182450,3.699450,3607.198951,3.030894
56,1,3,2,0,353.796,23.97,30.175,None,3611.435999,3616.493991,3622.090753,5.596762,3622.107675,3.828758
57,2,1,0,2,53.927,48.517,-5.41,1,3627.111986,3632.525702,3633.660847,1.135145,3633.667864,4.743394
57,2,0,1,2,26.195,27.003,0.808,1,3639.623552,3645.297075,3648.743200,3.446125,3648.752182,3.190113
57,2,0,0,3,121.283,128.161,6.878,1,3653.226793,3658.002374,3659.541475,1.539101,3659.552139,4.021634
57,2,3,2,2,43.5,41.458,-2.042,1,3664.827552,3670.269250,3673.807077,3.537827,3673.815643,2.554254
